mail,Spam
Gana dinero desde casa trabajando solo 2 horas al día. Detalles en bit.ly/secure-auth,1
El equipo de IT estará haciendo mantenimiento del servidor este próximo lunes de madrugada.,0
¿Quedamos en la puerta del metro a las 18:30 para ir al concierto?,0
Recordatorio de cita: Peluquería el miércoles a las 18:45.,0
Hola Juan; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Consiga una suscripción de por vida a Movistar+ por un pago único de 10€.,1
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Hola Pedro; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Reciba muestras gratuitas de productos Decathlon en su domicilio hoy mismo.,1
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
Vea quién está espiando su perfil de Facebook entrando en shrt.url/xyz,1
Aviso de embargo: Tienes una deuda pendiente con CaixaBank. Paga ahora: verificar-cuenta.net,1
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en bit.ly/secure-auth,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Reciba muestras gratuitas de productos IKEA en su domicilio hoy mismo.,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Confirmación de suscripción: Bienvenido al boletín de noticias de Amazon.,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en premios-ya.org/click,1
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Obtenga su diploma universitario sin estudiar. Información por privado.,1
Hola Lucía; ¿has podido revisar el presupuesto que te mandé?,0
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Te adjunto el ticket de compra por si tienes que cambiar algo en la tienda.,0
Tu cita para la revisión del gas es el próximo lunes por la mañana.,0
Has ganado un premio de 15.000 euros en la lotería de Perú. Contacta a admin@verificar-datos.com.,1
Hola Lucía; ¿confirmamos la reunión para el próximo martes a las 9:00?,0
Hola María; ¿te llegó el correo con los detalles del proyecto Beta?,0
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Te envío la captura de pantalla con el error que me sale en la web.,0
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de CaixaBank.,1
Confirmación de cancelación: Tu suscripción a iCloud ha finalizado.,0
Hola Carlos; ¿has podido revisar el presupuesto que te mandé?,0
Hola; ¿sabes dónde puedo encontrar el archivo de los clientes antiguos?,0
Hola Juan; ¿puedes traer el cargador del portátil mañana a la oficina?,0
¿Te apetece ir a correr un rato por el parque esta tarde?,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 100 semanales.,1
¿Tienes un momento para una llamada rápida? Es sobre el tema de Sigma.,0
¡Bingo! Tienes un bono de bienvenida de 500 para jugar en el casino online.,1
Confirmación de cita: Masaje relajante el viernes a las 17:00.,0
Confirmación de tu reserva en el restaurante para el martes a las 10:30.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en seguridad-banca.com,1
Hola Pedro; ¿has podido revisar el presupuesto que te mandé?,0
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en bit.ly/secure-auth,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Su reembolso de impuestos de 500 está listo. Confirme su cuenta: shrt.url/xyz,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Su reembolso de impuestos de 45.000 está listo. Confirme su cuenta: bit.ly/secure-auth,1
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Oferta de préstamo personal sin intereses para nuevos clientes en bit.ly/secure-auth,1
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Consiga una suscripción de por vida a Netflix por un pago único de 10€.,1
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Tu suscripción a Prime Video se ha renovado correctamente. Gracias por tu confianza.,0
Reclama tu tarjeta regalo de IKEA de 500 euros antes de que caduque.,1
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo próximo lunes.,0
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
El pedido de papelería para la oficina ya ha llegado. Está en recepción.,0
El equipo de IT estará haciendo mantenimiento del servidor este próximo lunes de madrugada.,0
Atención: Se ha detectado un virus en su dispositivo móvil. Instale shrt.url/xyz,1
Consigue el nuevo Samsung Galaxy S24 Ultra por solo 1 euro participando aquí.,1
Hola equipo; el café de la cocina se ha terminado. ¿Alguien puede comprar?,0
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: shrt.url/xyz,1
Compra seguidores reales para TikTok e Instagram al mejor precio en seguridad-banca.com,1
¿Me confirmas si recibiste el paquete que te envié la semana pasada?,0
Confirmación de tu reserva en el restaurante para el jueves a las 19:15.,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Adjunto el informe de gastos del viaje a Colombia para su revisión.,0
Hola Carlos; ¿confirmamos la reunión para el próximo viernes a las 14:00?,0
Recordatorio de cita: Peluquería el lunes a las 11:15.,0
Adjunto el itinerario de nuestro viaje a Argentina. ¡Qué ganas de ir!,0
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de ING.,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
¡URGENTE! Tu cuenta de ING ha sido bloqueada. Reactiva aquí: shrt.url/xyz,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 45.000 semanales.,1
Te han enviado un archivo confidencial por WeTransfer. Descarga en verificar-cuenta.net,1
Felicidades Elena; has sido preseleccionado para el reality show de moda.,1
Confirmación de cita: Masaje relajante el próximo lunes a las 16:00.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
¡Bingo! Tienes un bono de bienvenida de 500 para jugar en el casino online.,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en verificar-cuenta.net,1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 5.000 semanales.,1
Tu suscripción a Movistar+ se ha renovado correctamente. Gracias por tu confianza.,0
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
Has sido mencionado en una publicación. Haz clic para ver el comentario.,1
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en seguridad-banca.com,1
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: t.co/promo,1
Gana un viaje todo incluido a Perú respondiendo esta encuesta de 1 minuto.,1
Te adjunto el ticket de compra por si tienes que cambiar algo en la tienda.,0
He reservado las entradas para el cine del domingo. Nos vemos allí.,0
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
¡Bingo! Tienes un bono de bienvenida de 2.500 para jugar en el casino online.,1
Recordatorio: Tienes una clase particular de música el próximo lunes a las 13:45.,0
Recordatorio de cita: Peluquería el martes a las 13:45.,0
Consiga el nuevo perfume de Dior totalmente gratis participando en shrt.url/xyz,1
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en bit.ly/secure-auth,1
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Recordatorio: Tienes una clase particular de música el lunes a las 13:30.,0
Adjunto el itinerario de nuestro viaje a España. ¡Qué ganas de ir!,0
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Recordatorio de cita: Peluquería el viernes a las 12:30.,0
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Tu crédito de Google Ads está listo para ser usado. Actívalo en shrt.url/xyz,1
Tu suscripción a Netflix ha fallado. Actualiza tu método de pago: verificar-cuenta.net,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en verificar-cuenta.net,1
Adjunto envío el reporte de ventas correspondiente al mes de mayo.,0
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Descubra el secreto para ganar la lotería nacional cada semana.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Hola Juan; ¿confirmamos la reunión para el próximo miércoles a las 10:00?,0
Invierta en el nuevo mercado de Bitcoin antes de que suba de precio.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de Banco Sabadell.,1
Reciba muestras gratuitas de productos Amazon en su domicilio hoy mismo.,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale verificar-cuenta.net,1
Hola Lucía; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
La reunión de padres de alumnos será en el aula magna el lunes a las 20:30.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Hola Juan; ¿has podido revisar el presupuesto que te mandé?,0
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
Tu suscripción a Movistar+ ha fallado. Actualiza tu método de pago: seguridad-banca.com,1
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
El dentista me ha pedido que te recuerde tu limpieza de boca anual.,0
El profesor ha subido una nueva nota al portal de la universidad.,0
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Trabajo de medio tiempo para Amazon. Gana hasta 1.200 al día.,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Confirmación de vuelo: Tu check-in para el viaje a México ya está abierto.,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Hola Pedro; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Hola Carlos; ¿te llegó el correo con los detalles del proyecto Beta?,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Disney+.,1
Aprende a ganar en la ruleta con este truco matemático infalible.,1
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Se ha detectado un inicio de sesión sospechoso en su cuenta de ING.,1
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
La reunión con los inversores ha ido muy bien. Luego te cuento los detalles.,0
Compra seguidores reales para TikTok e Instagram al mejor precio en bit.ly/secure-auth,1
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Hola Roberto; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Recibe una tarjeta de combustible de 100€ por ser cliente de Santander.,1
Usted tiene una herencia sin reclamar de un pariente en Perú.,1
Tu factura de Prime Video de este mes ya está disponible para descargar.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Tu suscripción a Netflix ha fallado. Actualiza tu método de pago: t.co/promo,1
Su paquete ha sido entregado en un punto de recogida. Ver dirección: premios-ya.org/click,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Obtenga un cupón de 50€ para gastar en IKEA por su fidelidad.,1
Tu reserva de hotel en Perú ha sido confirmada con éxito.,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Confirmación de envío: Su paquete de Zara llegará mañana entre las 9 y las 14h.,0
Hola Javier; te envío los apuntes que me pediste de la clase de ayer.,0
Te adjunto la factura de la comida de empresa para que la pases a contabilidad.,0
Hola Lucía; te envío los apuntes que me pediste de la clase de ayer.,0
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
¿Me podrías prestar el libro que me comentaste el otro día?,0
La reunión de padres de alumnos será en el aula magna el lunes a las 10:15.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en premios-ya.org/click,1
Confirmación de cancelación: Tu suscripción a Netflix ha finalizado.,0
Hola Juan; te envío los apuntes que me pediste de la clase de ayer.,0
Hola Javier; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Tu suscripción a Prime Video se ha renovado correctamente. Gracias por tu confianza.,0
Confirmación de suscripción: Bienvenido al boletín de noticias de Mercado Libre.,0
Tu suscripción a Spotify se ha renovado correctamente. Gracias por tu confianza.,0
Recordatorio de cita: Peluquería el próximo lunes a las 14:00.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en seguridad-banca.com,1
Hola Sofía; ¿sabes a qué hora abre la biblioteca hoy?,0
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Gana una cena para dos en un restaurante estrella Michelin de tu ciudad.,1
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
Hola Sofía; ¿has podido revisar el presupuesto que te mandé?,0
¡Bingo! Tienes un bono de bienvenida de 2.500 para jugar en el casino online.,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: shrt.url/xyz,1
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Adjunto el itinerario de nuestro viaje a Argentina. ¡Qué ganas de ir!,0
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
Te envío la presentación para que le eches un vistazo antes de mañana.,0
¡URGENTE! Tu cuenta de Unicaja ha sido bloqueada. Reactiva aquí: shrt.url/xyz,1
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Su préstamo de 2.500 ha sido pre-aprobado. Solicítelo ya en bit.ly/secure-auth,1
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
¿Podemos mover la reunión de las 10:15 a una hora más tarde?,0
Tu pedido de Mercado Libre ya está disponible para recoger en la tienda física.,0
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
¡URGENTE! Tu cuenta de Bankinter ha sido bloqueada. Reactiva aquí: t.co/promo,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en verificar-cuenta.net,1
Usted tiene una herencia sin reclamar de un pariente en Argentina.,1
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
El profesor ha subido una nueva nota al portal de la universidad.,0
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Confirmación de tu reserva en el restaurante para el lunes a las 13:30.,0
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
La entrega de premios será en el auditorio el miércoles por la tarde.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Mejora tu historial crediticio con nuestro método legal y rápido.,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Hola Carlos; ¿confirmamos la reunión para el próximo lunes a las 20:00?,0
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Tu paquete de Decathlon está retenido. Paga las tasas de aduana aquí: shrt.url/xyz,1
Hola Pedro; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Felicidades Javier; has sido preseleccionado para el reality show de moda.,1
Confirmación de transferencia de 500 pendiente. Ver detalles: t.co/promo,1
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Hola Pedro; ¿puedes traer el cargador del portátil mañana a la oficina?,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en shrt.url/xyz,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale seguridad-banca.com,1
Confirmación de cancelación: Tu suscripción a Spotify ha finalizado.,0
¿Te apetece ir a correr un rato por el parque esta tarde?,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en verificar-cuenta.net,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Recordatorio de cita: Peluquería el próximo lunes a las 13:45.,0
Tu suscripción a Prime Video se ha renovado correctamente. Gracias por tu confianza.,0
Adjunto el itinerario de nuestro viaje a Colombia. ¡Qué ganas de ir!,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Su acceso a la banca online de Santander ha sido deshabilitado. Entre en premios-ya.org/click,1
Tu factura de Netflix de este mes ya está disponible para descargar.,0
¿Me confirmas si recibiste el paquete que te envié la semana pasada?,0
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
¿A qué hora quedamos mañana para ir a la universidad?,0
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Hola Lucía; te adjunto la propuesta de colaboración que hablamos.,0
Recibe 2.500 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en verificar-cuenta.net,1
Tu reserva de hotel en España ha sido confirmada con éxito.,0
Recordatorio de cita: Peluquería el martes a las 19:15.,0
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Descarga la nueva actualización crítica de seguridad para tu PC en premios-ya.org/click,1
Solicitud de amistad pendiente de una persona que conoces en premios-ya.org/click,1
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Tu suscripción a Netflix se ha renovado correctamente. Gracias por tu confianza.,0
Hola Juan; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
¿Me confirmas si recibiste el paquete que te envié la semana pasada?,0
Recordatorio: Tienes una clase particular de música el lunes a las 15:30.,0
Aprende a ganar en la ruleta con este truco matemático infalible.,1
¿Me podrías prestar el libro que me comentaste el otro día?,0
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Tu pedido de El Corte Inglés ya está disponible para recoger en la tienda física.,0
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en premios-ya.org/click,1
Consiga una suscripción de por vida a Prime Video por un pago único de 10€.,1
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
¡Bomba! La noticia que Unicaja no quiere que sepas sobre cómo ahorrar.,1
Hola Pedro; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Reciba muestras gratuitas de productos Amazon en su domicilio hoy mismo.,1
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en verificar-cuenta.net,1
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: bit.ly/secure-auth,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
¿A qué hora pasa el autobús para ir al centro comercial?,0
Recordatorio: Tienes una clase particular de música el viernes a las 13:00.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en bit.ly/secure-auth,1
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
La reunión de padres de alumnos será en el aula magna el próximo lunes a las 12:30.,0
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
El equipo de IT estará haciendo mantenimiento del servidor este próximo lunes de madrugada.,0
Hola Lucía; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Invierta en el nuevo mercado de Bitcoin antes de que suba de precio.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Hackers tienen tus videos privados. Paga en Bitcoin para evitar que se publiquen.,1
Reciba muestras gratuitas de productos Zara en su domicilio hoy mismo.,1
Gana un viaje todo incluido a Colombia respondiendo esta encuesta de 1 minuto.,1
Adjunto envío el reporte de ventas correspondiente al mes de septiembre.,0
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
Vea quién está espiando su perfil de Facebook entrando en bit.ly/secure-auth,1
Te adjunto la factura de la comida de empresa para que la pases a contabilidad.,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Consiga el nuevo perfume de Dior totalmente gratis participando en seguridad-banca.com,1
Su acceso a la banca online de Bankinter ha sido deshabilitado. Entre en seguridad-banca.com,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Gana 15.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Tu pedido de Decathlon ha sido cancelado. Solicita el reembolso en t.co/promo,1
Obtenga su diploma universitario sin estudiar. Información por privado.,1
La reunión con los inversores ha ido muy bien. Luego te cuento los detalles.,0
Oferta de préstamo personal sin intereses para nuevos clientes en premios-ya.org/click,1
Obtenga un cupón de 50€ para gastar en Mercado Libre por su fidelidad.,1
Te han enviado un archivo confidencial por WeTransfer. Descarga en shrt.url/xyz,1
Confirmación de transferencia de 5.000 pendiente. Ver detalles: t.co/promo,1
Confirmación de vuelo: Tu check-in para el viaje a Colombia ya está abierto.,0
Tu factura de Prime Video de este mes ya está disponible para descargar.,0
Adjunto envío el reporte de ventas correspondiente al mes de agosto.,0
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en verificar-cuenta.net,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en premios-ya.org/click,1
Adjunto el informe de gastos del viaje a Argentina para su revisión.,0
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Gana 5.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
Oferta de préstamo personal sin intereses para nuevos clientes en shrt.url/xyz,1
Gracias por tu compra en Amazon. Tu pedido #73927 ya está de camino.,0
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
¿Tienes un momento para una llamada rápida? Es sobre el tema de Beta.,0
El dentista me ha pedido que te recuerde tu limpieza de boca anual.,0
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Movistar+.,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Hola Roberto; ¿has podido revisar el presupuesto que te mandé?,0
Tu paquete de Correos está listo para entrega pero faltan datos. Pulsa t.co/promo,1
Hola Sofía; espero que estés mejor de tu resfriado. Recupérate pronto.,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en shrt.url/xyz,1
Recordatorio: Tienes una clase particular de música el martes a las 11:45.,0
Hola Juan; ¿has podido revisar el presupuesto que te mandé?,0
Confirmación de cita: Masaje relajante el viernes a las 9:30.,0
Adjunto el informe de gastos del viaje a España para su revisión.,0
Recordatorio de cita: Peluquería el próximo lunes a las 16:45.,0
Hola Juan; te adjunto la propuesta de colaboración que hablamos.,0
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Hola Roberto; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
El equipo de IT estará haciendo mantenimiento del servidor este martes de madrugada.,0
Hola Juan; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Oferta de préstamo personal sin intereses para nuevos clientes en verificar-cuenta.net,1
Su reembolso de impuestos de 15.000 está listo. Confirme su cuenta: bit.ly/secure-auth,1
Tu cita para renovar el DNI es el martes a las 15:30 en la comisaría.,0
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Tu factura de Movistar+ de este mes ya está disponible para descargar.,0
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
Ayuda humanitaria: Donación de 2.500 euros a su nombre. Responda a este mail.,1
Tu pedido de Decathlon ya está disponible para recoger en la tienda física.,0
Descubra el secreto para ganar la lotería nacional cada semana.,1
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Aumenta tus seguidores en redes sociales de forma orgánica y rápida con premios-ya.org/click,1
La reunión de padres de alumnos será en el aula magna el próximo lunes a las 11:45.,0
Solicitud de amistad pendiente de una persona que conoces en bit.ly/secure-auth,1
